State/ Territory1,Postcode,"Number of individuals
no.","Taxable income or loss
no.","Taxable income or loss
$","Average taxable income or loss3
$","Median taxable income or loss3
$",Australian rank5 descending,Ranking5 by state/ territory descending
SA,5066,"8,116","8,116","642,343,655","79,145","50,989",201,9
SA,5067,"6,601","6,601","497,310,259","75,339","50,655",244,13
SA,5068,"7,750","7,750","560,598,376","72,335","47,596",291,16
SA,5069,"5,370","5,370","435,280,077","81,058","51,398",179,7
SA,5070,"8,398","8,398","460,453,243","54,829","42,883","1,067",88
SA,5071,172,172,"16,389,939","95,290","41,807",75,1
SA,5072,"7,623","7,623","466,859,947","61,244","46,214",621,40
SA,5073,"8,972","8,972","479,706,916","53,467","42,744","1,193",104
SA,5074,"7,045","7,045","339,212,377","48,149","40,900","1,674",185
SA,5075,"6,185","6,185","305,686,309","49,424","42,589","1,547",156
SA,5076,"5,967","5,967","324,641,299","54,406","44,511","1,105",92
SA,5081,"6,077","6,077","564,653,176","92,916","52,464",91,3
SA,5082,"9,131","9,131","562,568,009","61,611","48,356",601,37
SA,5083,"4,452","4,452","253,891,114","57,029","47,200",894,72
SA,5084,"4,683","4,683","194,125,664","41,453","36,681","2,357",298
SA,5085,"10,964","10,964","552,932,448","50,432","44,237","1,450",141
SA,5086,"8,755","8,755","426,658,356","48,733","43,442","1,615",170
SA,5087,"6,421","6,421","311,874,807","48,571","42,026","1,623",173
SA,5088,"1,821","1,821","82,431,189","45,267","42,393","1,992",234
SA,5089,"4,275","4,275","234,566,515","54,869","45,970","1,061",87
SA,5090,"4,135","4,135","189,023,648","45,713","40,609","1,945",227
SA,5091,"4,617","4,617","239,802,389","51,939","45,129","1,307",118
SA,5092,"9,862","9,862","465,641,549","47,216","42,594","1,759",195
SA,5093,"4,798","4,798","216,937,458","45,214","41,439","2,001",235
SA,5094,484,484,"23,887,717","49,355","38,622","1,555",158
SA,5095,"11,753","11,753","604,486,559","51,433","44,878","1,355",129
SA,5096,"7,504","7,504","353,104,139","47,055","42,045","1,777",200
SA,5097,"7,937","7,937","391,714,144","49,353","44,178","1,556",159
SA,5098,"6,301","6,301","288,893,853","45,849","41,437","1,918",223
SA,5106,82,82,"5,219,872","63,657","44,802",520,31
SA,5107,"8,378","8,378","363,497,045","43,387","40,202","2,183",268
SA,5108,"19,239","19,239","830,354,728","43,160","40,894","2,201",274
SA,5109,"10,459","10,459","487,018,637","46,565","42,275","1,829",210
SA,5110,"4,270","4,270","198,131,640","46,401","43,014","1,852",213
SA,5111,309,309,"17,412,363","56,351","55,979",952,76
SA,5112,"7,679","7,679","328,180,609","42,737","39,172","2,248",283
SA,5113,"6,371","6,371","244,416,789","38,364","36,291","2,537",317
SA,5114,"17,569","17,569","833,960,290","47,468","43,356","1,729",192
SA,5115,"5,326","5,326","240,533,411","45,162","42,516","2,011",239
SA,5116,"4,864","4,864","234,391,009","48,189","43,008","1,668",183
SA,5117,"1,839","1,839","95,774,552","52,080","46,760","1,297",116
SA,5118,"10,640","10,640","557,774,981","52,422","45,048","1,264",111
SA,5120,"1,303","1,303","67,384,518","51,715","40,198","1,324",121
SA,5121,846,846,"36,999,859","43,735","39,873","2,152",262
SA,5125,"11,733","11,733","661,428,133","56,373","48,819",948,75
SA,5126,"4,375","4,375","223,673,934","51,125","45,903","1,392",135
SA,5127,"4,836","4,836","254,132,795","52,550","46,522","1,253",109
SA,5131,642,642,"34,549,744","53,816","41,852","1,159",98
SA,5132,274,274,"17,887,648","65,283","50,484",455,26
SA,5133,290,290,"16,086,349","55,470","44,461","1,004",83
SA,5134,235,235,"13,776,193","58,622","42,855",782,60
SA,5136,312,312,"17,746,865","56,881","42,258",906,73
SA,5137,357,357,"22,605,076","63,320","48,762",532,34
SA,5138,180,180,"9,636,808","53,538","41,484","1,187",103
SA,5139,149,149,"8,564,345","57,479","46,496",865,66
SA,5140,279,279,"19,097,478","68,450","55,363",368,20
SA,5141,445,445,"25,586,844","57,499","43,112",862,65
SA,5142,464,464,"29,860,066","64,354","42,470",494,28
SA,5144,242,242,"16,958,922","70,078","46,474",332,19
SA,5150,51,51,"3,339,222","65,475","43,414",443,25
SA,5151,261,261,"19,027,227","72,901","50,332",281,15
SA,5152,"4,164","4,164","317,090,160","76,150","51,566",237,12
SA,5153,"4,039","4,039","244,053,216","60,424","44,727",670,47
SA,5154,"2,264","2,264","178,547,908","78,864","50,347",205,10
SA,5155,"2,428","2,428","142,023,279","58,494","47,434",790,61
SA,5156,625,625,"38,177,201","61,084","49,256",632,42
SA,5157,"1,913","1,913","115,607,582","60,433","42,570",669,46
SA,5158,"15,497","15,497","792,582,372","51,144","45,251","1,387",134
SA,5159,"20,418","20,418","1,065,621,563","52,190","44,701","1,287",114
SA,5160,128,128,"6,905,631","53,950","41,274","1,147",97
SA,5161,"5,571","5,571","256,714,745","46,081","43,294","1,888",219
SA,5162,"18,472","18,472","837,291,548","45,328","41,634","1,984",232
SA,5163,"6,828","6,828","295,001,342","43,205","39,028","2,197",273
SA,5164,"1,972","1,972","76,792,448","38,941","35,510","2,512",313
SA,5165,"2,703","2,703","119,287,708","44,132","38,430","2,115",256
SA,5166,902,902,"39,015,495","43,254","40,108","2,195",271
SA,5167,"3,360","3,360","162,415,739","48,338","42,716","1,651",180
SA,5168,"2,801","2,801","125,808,787","44,916","40,298","2,040",243
SA,5169,"9,675","9,675","463,440,696","47,901","42,670","1,700",189
SA,5170,652,652,"29,975,878","45,975","40,012","1,905",220
SA,5171,"3,785","3,785","192,629,318","50,893","40,253","1,409",137
SA,5172,"2,565","2,565","129,528,310","50,498","40,206","1,448",140
SA,5173,"6,633","6,633","300,630,591","45,323","39,150","1,986",233
SA,5174,"1,511","1,511","68,782,547","45,521","39,805","1,964",229
SA,5201,"1,295","1,295","62,854,009","48,536","41,794","1,630",175
SA,5202,515,515,"23,642,048","45,907","37,694","1,911",221
SA,5203,679,679,"27,634,634","40,699","33,839","2,404",302
SA,5204,"1,454","1,454","57,813,812","39,762","30,902","2,462",309
SA,5210,"1,117","1,117","54,536,052","48,824","38,721","1,606",168
SA,5211,"7,775","7,775","315,079,351","40,525","32,417","2,419",306
SA,5212,"1,161","1,161","44,498,230","38,328","30,240","2,538",318
SA,5213,711,711,"36,722,779","51,649","36,607","1,329",122
SA,5214,"4,071","4,071","165,057,152","40,545","31,622","2,418",305
SA,5220,252,252,"10,411,855","41,317","36,386","2,366",299
SA,5221,179,179,"6,492,567","36,271","29,311","2,599",323
SA,5222,393,393,"16,879,186","42,950","32,697","2,222",278
SA,5223,"2,106","2,106","88,104,497","41,835","35,560","2,324",292
SA,5231,699,699,"42,429,222","60,700","45,222",649,44
SA,5232,266,266,"14,753,811","55,465","44,284","1,005",84
SA,5233,864,864,"46,469,506","53,784","42,649","1,163",99
SA,5234,871,871,"44,763,908","51,394","43,158","1,361",130
SA,5235,"1,373","1,373","62,008,165","45,163","37,817","2,010",238
SA,5236,139,139,"6,927,676","49,839","36,979","1,510",150
SA,5237,210,210,"8,394,164","39,972","35,078","2,450",308
SA,5238,"2,021","2,021","82,224,925","40,685","33,537","2,405",303
SA,5240,353,353,"15,593,892","44,175","35,048","2,112",255
SA,5241,"1,477","1,477","75,002,827","50,781","43,106","1,422",138
SA,5242,"1,033","1,033","62,184,515","60,198","45,268",684,50
SA,5243,593,593,"36,051,650","60,795","45,430",643,43
SA,5244,"2,467","2,467","127,200,369","51,561","42,266","1,343",126
SA,5245,"1,972","1,972","111,191,137","56,385","40,992",946,74
SA,5250,"2,267","2,267","126,896,149","55,975","46,124",972,79
SA,5251,"8,596","8,596","440,641,221","51,261","43,260","1,373",131
SA,5252,"3,825","3,825","186,961,601","48,879","42,670","1,602",167
SA,5253,"9,833","9,833","406,178,260","41,308","37,495","2,367",300
SA,5254,"1,260","1,260","53,370,855","42,358","36,922","2,281",288
SA,5255,"5,359","5,359","248,534,453","46,377","38,662","1,857",215
SA,5256,619,619,"23,952,455","38,695","33,371","2,520",315
SA,5259,467,467,"16,974,156","36,347","31,545","2,594",322
SA,5260,859,859,"37,003,769","43,078","36,089","2,211",276
SA,5261,233,233,"12,000,806","51,506","37,299","1,349",127
SA,5262,327,327,"14,155,565","43,289","38,463","2,193",270
SA,5263,153,153,"9,276,474","60,631","49,379",656,45
SA,5264,749,749,"32,583,866","43,503","37,000","2,172",267
SA,5265,215,215,"8,978,004","41,758","36,085","2,326",293
SA,5266,423,423,"19,747,145","46,684","38,243","1,817",206
SA,5267,"1,277","1,277","57,096,044","44,711","39,758","2,057",246
SA,5268,"2,412","2,412","103,100,969","42,745","38,930","2,246",282
SA,5269,117,117,"4,125,134","35,258","36,893","2,624",324
SA,5270,422,422,"17,899,553","42,416","39,046","2,273",287
SA,5271,"4,907","4,907","224,546,419","45,760","39,118","1,933",226
SA,5272,533,533,"29,065,497","54,532","41,989","1,093",89
SA,5273,88,88,"5,102,667","57,985","40,956",832,64
SA,5275,"1,385","1,385","72,423,188","52,291","39,406","1,279",112
SA,5276,864,864,"41,837,221","48,423","36,496","1,643",179
SA,5277,"1,636","1,636","80,249,952","49,053","40,448","1,584",165
SA,5278,306,306,"17,478,022","57,118","41,090",888,71
SA,5279,217,217,"9,208,804","42,437","35,928","2,270",286
SA,5280,"4,016","4,016","201,271,132","50,117","40,198","1,473",145
SA,5290,"14,686","14,686","720,226,116","49,042","42,558","1,586",166
SA,5291,"4,356","4,356","229,208,488","52,619","43,500","1,246",108
SA,5301,308,308,"13,539,991","43,961","34,248","2,130",258
SA,5302,532,532,"26,572,690","49,949","41,416","1,496",148
SA,5303,121,121,"5,075,824","41,949","37,826","2,315",291
SA,5304,557,557,"24,728,290","44,395","38,418","2,087",248
SA,5306,66,66,"2,119,064","32,107","30,704","2,665",328
SA,5307,329,329,"13,986,397","42,512","34,089","2,260",284
SA,5308,63,63,"1,888,379","29,974","27,743","2,681",329
SA,5311,134,134,"5,375,703","40,117","34,817","2,444",307
SA,5320,279,279,"11,811,499","42,335","39,059","2,284",289
SA,5321,160,160,"6,523,124","40,770","33,313","2,397",301
SA,5322,400,400,"17,214,846","43,037","34,599","2,215",277
SA,5330,"1,967","1,967","85,804,792","43,622","36,806","2,160",265
SA,5331,177,177,"8,255,675","46,642","33,534","1,820",208
SA,5332,213,213,"10,281,243","48,269","39,161","1,656",181
SA,5333,"3,412","3,412","156,585,570","45,893","40,032","1,914",222
SA,5340,815,815,"36,047,772","44,230","36,950","2,106",253
SA,5341,"4,305","4,305","185,607,889","43,114","37,308","2,206",275
SA,5342,540,540,"22,403,039","41,487","38,613","2,352",297
SA,5343,"2,714","2,714","123,498,741","45,504","40,468","1,967",230
SA,5344,406,406,"17,052,193","42,000","37,412","2,311",290
SA,5345,"1,929","1,929","84,426,704","43,767","39,066","2,149",260
SA,5346,166,166,"7,278,623","43,847","39,090","2,140",259
SA,5350,253,253,"12,655,023","50,020","42,356","1,483",146
SA,5351,"3,490","3,490","180,242,281","51,645","44,382","1,330",123
SA,5352,"3,248","3,248","182,950,400","56,327","44,226",953,77
SA,5353,"2,258","2,258","116,236,570","51,478","41,008","1,352",128
SA,5354,171,171,"6,739,397","39,412","33,967","2,488",312
SA,5355,"4,424","4,424","222,405,950","50,273","44,876","1,461",143
SA,5356,480,480,"20,891,463","43,524","38,044","2,170",266
SA,5357,203,203,"7,622,284","37,548","31,883","2,567",320
SA,5360,765,765,"40,994,050","53,587","44,969","1,182",102
SA,5371,863,863,"43,366,659","50,251","43,839","1,464",144
SA,5372,"1,268","1,268","63,097,511","49,761","46,356","1,516",152
SA,5373,"1,844","1,844","88,618,013","48,057","41,288","1,688",187
SA,5374,776,776,"32,363,073","41,705","35,128","2,332",295
SA,5381,194,194,"7,094,678","36,571","33,960","2,592",321
SA,5400,479,479,"23,351,869","48,751","43,959","1,614",169
SA,5401,437,437,"20,827,050","47,659","43,649","1,714",191
SA,5410,156,156,"6,914,835","44,326","39,868","2,097",249
SA,5411,185,185,"8,361,410","45,197","38,221","2,006",236
SA,5412,620,620,"29,164,833","47,040","37,792","1,780",201
SA,5413,473,473,"21,217,134","44,857","31,590","2,045",244
SA,5414,99,99,"3,195,337","32,276","28,683","2,663",327
SA,5415,144,144,"6,555,648","45,525","32,678","1,962",228
SA,5416,132,132,"5,842,315","44,260","35,470","2,105",252
SA,5417,794,794,"34,998,520","44,079","36,650","2,119",257
SA,5418,55,55,"2,464,278","44,805","35,303","2,048",245
SA,5419,137,137,"7,285,696","53,180","35,181","1,211",105
SA,5422,630,630,"25,584,701","40,611","35,048","2,414",304
SA,5431,522,522,"24,057,933","46,088","38,554","1,886",218
SA,5432,93,93,"5,402,754","58,094","46,885",820,62
SA,5433,649,649,"33,468,577","51,569","42,700","1,341",125
SA,5434,237,237,"11,482,191","48,448","40,076","1,641",178
SA,5440,135,135,"8,438,642","62,508","49,570",558,36
SA,5451,436,436,"20,529,937","47,087","38,174","1,771",199
SA,5452,285,285,"12,847,356","45,078","38,123","2,023",241
SA,5453,"3,024","3,024","153,012,680","50,599","40,368","1,441",139
SA,5454,211,211,"8,334,280","39,499","34,398","2,480",311
SA,5460,360,360,"17,536,274","48,712","38,368","1,617",171
SA,5461,"1,375","1,375","67,513,656","49,101","40,466","1,577",163
SA,5462,317,317,"14,312,112","45,149","39,023","2,016",240
SA,5464,284,284,"13,615,137","47,941","40,848","1,699",188
SA,5470,72,72,"3,593,235","49,906","43,770","1,499",149
SA,5471,72,72,"2,517,333","34,963","34,922","2,628",325
SA,5472,76,76,"2,954,907","38,880","33,996","2,515",314
SA,5473,346,346,"14,983,928","43,306","37,138","2,190",269
SA,5480,479,479,"21,582,024","45,056","38,239","2,025",242
SA,5481,315,315,"12,096,818","38,403","31,949","2,533",316
SA,5482,329,329,"14,866,843","45,188","38,032","2,008",237
SA,5483,201,201,"9,324,395","46,390","36,491","1,855",214
SA,5485,331,331,"17,392,905","52,547","42,098","1,254",110
SA,5490,83,83,"4,102,167","49,424","43,064","1,548",157
SA,5491,"1,091","1,091","58,612,628","53,724","44,213","1,171",100
SA,5495,226,226,"10,527,679","46,583","40,764","1,828",209
SA,5501,"4,007","4,007","205,324,212","51,241","44,456","1,377",132
SA,5502,864,864,"46,915,376","54,300","41,652","1,113",94
SA,5510,61,61,"2,535,291","41,562","37,565","2,347",296
SA,5520,256,256,"12,058,709","47,104","37,746","1,770",198
SA,5521,95,95,"5,627,419","59,236","36,142",745,54
SA,5522,653,653,"30,812,804","47,187","35,394","1,763",196
SA,5523,981,981,"56,159,330","57,247","44,655",879,68
SA,5540,"7,028","7,028","345,723,260","49,192","40,630","1,570",161
SA,5550,459,459,"20,077,470","43,742","41,528","2,151",261
SA,5552,144,144,"9,027,788","62,693","46,223",554,35
SA,5554,"2,819","2,819","146,200,723","51,863","42,077","1,312",119
SA,5555,343,343,"18,522,874","54,003","43,679","1,140",96
SA,5556,"1,810","1,810","80,146,874","44,280","35,934","2,102",251
SA,5558,"2,252","2,252","98,337,483","43,667","35,329","2,158",264
SA,5560,243,243,"14,557,547","59,908","43,236",700,51
SA,5570,199,199,"8,538,652","42,908","33,355","2,234",279
SA,5571,892,892,"42,911,559","48,107","36,732","1,682",186
SA,5572,84,84,"5,506,040","65,548","52,719",441,24
SA,5573,"1,090","1,090","59,104,792","54,225","39,722","1,119",95
SA,5575,"1,207","1,207","51,239,104","42,452","34,754","2,268",285
SA,5576,595,595,"25,994,911","43,689","34,602","2,154",263
SA,5577,333,333,"11,615,497","34,881","28,637","2,629",326
SA,5580,219,219,"10,030,120","45,800","40,952","1,925",225
SA,5581,279,279,"13,047,221","46,764","35,762","1,812",205
SA,5582,323,323,"13,850,730","42,882","35,702","2,236",280
SA,5583,372,372,"14,045,271","37,756","29,486","2,558",319
SA,5600,"3,504","3,504","211,342,285","60,315","50,040",678,49
SA,5601,51,51,"2,186,885","42,880","31,498","2,237",281
SA,5602,696,696,"32,391,220","46,539","36,758","1,831",211
SA,5603,269,269,"13,199,782","49,070","42,197","1,581",164
SA,5604,104,104,"4,976,491","47,851","31,788","1,705",190
SA,5605,"1,038","1,038","45,974,780","44,292","35,940","2,099",250
SA,5606,"8,609","8,609","438,858,009","50,977","41,390","1,401",136
SA,5607,"2,041","2,041","98,440,276","48,231","39,682","1,667",182
SA,5608,"5,380","5,380","281,064,057","52,242","42,754","1,285",113
SA,5609,993,993,"63,110,823","63,556","52,923",526,32
SA,5630,74,74,"3,489,842","47,160","48,574","1,767",197
SA,5631,788,788,"44,001,356","55,839","44,764",978,80
SA,5632,149,149,"8,525,791","57,220","50,743",882,69
SA,5633,207,207,"8,226,218","39,740","40,021","2,465",310
SA,5640,649,649,"31,901,160","49,154","42,127","1,574",162
SA,5641,651,651,"30,824,582","47,350","37,979","1,744",194
SA,5642,130,130,"6,411,722","49,321","40,810","1,561",160
SA,5650,70,70,"4,278,598","61,123","53,967",627,41
SA,5651,100,100,"6,557,595","65,576","51,368",440,23
SA,5652,455,455,"22,749,441","49,999","43,084","1,485",147
SA,5654,102,102,"4,759,951","46,666","38,868","1,819",207
SA,5655,64,64,"2,830,287","44,223","43,281","2,107",254
SA,5661,81,81,"4,981,697","61,502","49,115",611,39
SA,5670,276,276,"12,641,801","45,804","39,572","1,924",224
SA,5671,105,105,"6,693,237","63,745","48,219",517,30
SA,5680,"1,320","1,320","61,131,191","46,312","36,620","1,866",216
SA,5690,"2,141","2,141","109,521,814","51,155","44,239","1,385",133
SA,5700,"5,427","5,427","282,531,173","52,060","43,684","1,298",117
SA,5701,54,54,"2,621,769","48,551","43,371","1,628",174
SA,5710,"1,263","1,263","73,304,597","58,040","49,336",828,63
SA,5720,117,117,"8,224,890","70,298","61,842",323,18
SA,5722,168,168,"8,468,547","50,408","36,220","1,451",142
SA,5723,831,831,"37,143,596","44,697","39,117","2,059",247
SA,5724,119,119,"5,399,873","45,377","38,500","1,977",231
SA,5725,"2,517","2,517","212,074,064","84,257","80,697",150,6
SA,5730,52,52,"2,903,483","55,836","41,728",979,81
SA,5731,136,136,"8,079,144","59,405","46,419",733,53
SA,5732,87,87,"4,045,134","46,496","37,311","1,839",212
SA,5733,53,53,"3,131,289","59,081","44,769",755,56
SA,5734,73,73,"3,918,243","53,675","37,319","1,177",101
TAS,7000,"9,087","9,087","531,344,315","58,473","44,627",791,11
TAS,7001,521,521,"39,213,570","75,266","21,428",245,2
TAS,7002,72,72,"4,039,708","56,107","55,546",964,14
TAS,7004,"4,702","4,702","293,107,542","62,337","44,033",568,6
TAS,7005,"8,627","8,627","580,667,563","67,308","41,044",398,5
TAS,7006,84,84,"7,425,767","88,402","49,522",117,1
TAS,7007,"1,976","1,976","120,952,816","61,211","45,754",622,8
TAS,7008,"7,439","7,439","414,182,728","55,677","46,269",988,15
TAS,7009,"6,936","6,936","310,469,812","44,762","40,610","2,051",74
TAS,7010,"8,318","8,318","362,256,356","43,551","40,114","2,167",80
TAS,7011,"7,574","7,574","343,929,827","45,409","42,054","1,975",67
TAS,7012,481,481,"23,214,332","48,263","45,353","1,660",42
TAS,7015,"6,337","6,337","333,116,007","52,567","44,934","1,251",23
TAS,7016,"1,033","1,033","43,365,077","41,980","39,776","2,312",89
TAS,7017,"3,424","3,424","176,790,932","51,633","46,556","1,332",25
TAS,7018,"12,501","12,501","660,550,871","52,840","44,721","1,235",22
TAS,7019,"2,877","2,877","124,555,831","43,294","40,534","2,191",82
TAS,7020,"1,641","1,641","92,762,057","56,528","48,309",929,12
TAS,7021,"1,530","1,530","81,094,459","53,003","44,806","1,227",21
TAS,7022,540,540,"25,744,137","47,674","42,212","1,712",47
TAS,7023,211,211,"10,303,209","48,830","38,737","1,605",39
TAS,7024,332,332,"18,754,057","56,488","47,886",932,13
TAS,7025,"1,158","1,158","61,514,592","53,121","42,202","1,217",20
TAS,7026,526,526,"22,364,143","42,517","38,131","2,259",88
TAS,7027,135,135,"5,012,136","37,127","33,694","2,579",106
TAS,7030,"8,486","8,486","383,159,052","45,152","41,211","2,014",71
TAS,7050,"7,055","7,055","358,658,079","50,837","42,733","1,414",28
TAS,7051,214,214,"10,485,570","48,998","40,620","1,592",37
TAS,7052,"4,383","4,383","238,307,616","54,371","45,164","1,107",16
TAS,7053,"2,183","2,183","135,976,222","62,289","46,745",571,7
TAS,7054,"5,311","5,311","283,505,250","53,381","45,538","1,198",19
TAS,7055,243,243,"12,177,318","50,112","44,539","1,474",32
TAS,7109,"4,984","4,984","229,677,360","46,083","38,072","1,887",59
TAS,7112,"1,580","1,580","68,777,503","43,530","34,224","2,169",81
TAS,7113,574,574,"26,709,656","46,532","37,018","1,834",54
TAS,7116,"1,140","1,140","47,579,042","41,736","35,397","2,328",91
TAS,7117,487,487,"21,509,068","44,166","35,292","2,114",78
TAS,7120,843,843,"33,301,158","39,503","35,068","2,478",103
TAS,7140,"5,504","5,504","237,439,990","43,140","38,874","2,205",83
TAS,7150,"1,657","1,657","79,671,968","48,082","39,095","1,684",46
TAS,7155,499,499,"25,326,455","50,754","38,937","1,425",29
TAS,7162,394,394,"19,698,471","49,996","34,024","1,487",33
TAS,7163,200,200,"8,991,785","44,959","37,860","2,034",73
TAS,7170,"3,376","3,376","202,809,681","60,074","48,506",692,9
TAS,7171,"1,844","1,844","89,376,170","48,469","44,772","1,637",40
TAS,7172,"2,016","2,016","91,183,595","45,230","41,363","1,997",69
TAS,7173,"3,648","3,648","167,683,058","45,966","40,754","1,906",63
TAS,7174,106,106,"4,306,024","40,623","34,586","2,412",98
TAS,7175,128,128,"5,575,879","43,562","35,784","2,164",79
TAS,7176,89,89,"4,216,248","47,374","39,546","1,742",50
TAS,7177,250,250,"10,181,748","40,727","35,989","2,401",97
TAS,7178,130,130,"4,781,276","36,779","28,899","2,589",109
TAS,7179,220,220,"9,403,270","42,742","34,093","2,247",86
TAS,7180,91,91,"2,860,407","31,433","25,376","2,672",114
TAS,7182,113,113,"4,536,321","40,144","32,759","2,440",100
TAS,7184,355,355,"14,025,383","39,508","33,740","2,477",102
TAS,7185,58,58,"2,697,478","46,508","40,048","1,838",55
TAS,7186,85,85,"2,949,725","34,703","26,140","2,633",112
TAS,7187,77,77,"2,458,060","31,923","25,355","2,667",113
TAS,7190,"1,629","1,629","66,907,452","41,073","32,848","2,379",96
TAS,7209,217,217,"11,218,256","51,697","33,151","1,326",24
TAS,7210,505,505,"20,976,565","41,538","35,667","2,349",95
TAS,7211,105,105,"5,645,304","53,765","39,577","1,164",18
TAS,7212,"1,066","1,066","51,618,878","48,423","39,156","1,644",41
TAS,7213,128,128,"4,732,696","36,974","29,933","2,585",107
TAS,7214,241,241,"10,712,877","44,452","33,803","2,082",76
TAS,7215,"1,857","1,857","73,354,848","39,502","32,511","2,479",104
TAS,7216,"1,580","1,580","58,402,137","36,963","28,006","2,586",108
TAS,7248,"7,041","7,041","280,150,785","39,788","35,262","2,459",101
TAS,7249,"6,378","6,378","302,621,957","47,448","41,832","1,731",49
TAS,7250,"28,131","28,131","1,516,378,869","53,904","43,303","1,151",17
TAS,7252,"1,628","1,628","82,884,580","50,912","41,742","1,408",26
TAS,7253,"2,016","2,016","90,745,569","45,013","38,100","2,029",72
TAS,7254,296,296,"12,336,771","41,678","39,391","2,335",93
TAS,7255,509,509,"23,070,990","45,326","37,150","1,985",68
TAS,7256,"1,015","1,015","51,438,856","50,679","42,607","1,433",30
TAS,7258,571,571,"39,182,551","68,621","48,923",365,3
TAS,7259,276,276,"12,341,798","44,717","37,821","2,055",75
TAS,7260,"1,652","1,652","69,221,445","41,902","37,410","2,319",90
TAS,7261,165,165,"6,655,255","40,335","34,755","2,428",99
TAS,7262,956,956,"44,243,936","46,280","37,068","1,869",56
TAS,7263,301,301,"10,694,382","35,530","31,088","2,615",110
TAS,7264,275,275,"9,738,427","35,412","31,178","2,619",111
TAS,7265,126,126,"4,871,304","38,661","36,868","2,523",105
TAS,7267,470,470,"21,537,297","45,824","41,111","1,922",64
TAS,7268,580,580,"26,470,319","45,638","40,889","1,952",65
TAS,7270,"1,966","1,966","84,112,044","42,783","35,262","2,241",84
TAS,7275,"1,775","1,775","81,919,815","46,152","37,173","1,882",58
TAS,7276,302,302,"13,375,427","44,289","38,290","2,100",77
TAS,7277,"3,322","3,322","167,719,550","50,488","42,267","1,449",31
TAS,7290,"1,328","1,328","62,085,662","46,751","42,956","1,815",52
TAS,7291,336,336,"16,171,790","48,130","42,920","1,679",44
TAS,7292,358,358,"16,186,456","45,214","39,206","2,002",70
TAS,7300,"1,986","1,986","97,370,283","49,028","43,313","1,589",36
TAS,7301,"2,383","2,383","113,136,413","47,476","39,465","1,728",48
TAS,7302,938,938,"40,118,115","42,770","37,504","2,243",85
TAS,7303,"1,412","1,412","64,360,351","45,581","38,031","1,957",66
TAS,7304,"3,105","3,105","129,505,400","41,709","33,964","2,331",92
TAS,7305,553,553,"23,569,701","42,622","38,513","2,256",87
TAS,7306,"2,133","2,133","88,732,302","41,600","35,502","2,344",94
TAS,7307,"5,633","5,633","275,962,933","48,990","39,947","1,595",38
TAS,7310,"14,450","14,450","664,497,683","45,986","38,488","1,903",62
TAS,7315,"7,781","7,781","358,235,699","46,040","39,320","1,891",60
TAS,7316,"3,417","3,417","167,641,399","49,061","40,743","1,583",35
TAS,7320,"8,603","8,603","413,961,689","48,118","40,520","1,681",45
TAS,7321,"2,296","2,296","105,990,138","46,163","38,842","1,881",57
TAS,7322,"1,978","1,978","95,232,720","48,146","41,154","1,676",43
TAS,7325,"4,382","4,382","204,294,273","46,621","39,556","1,821",53
TAS,7330,"3,688","3,688","169,793,648","46,039","40,354","1,892",61
TAS,7331,343,343,"17,053,341","49,718","42,936","1,523",34
TAS,7467,803,803,"37,550,355","46,763","39,169","1,813",51
TAS,7468,430,430,"21,872,267","50,866","42,584","1,411",27
TAS,7469,350,350,"20,696,964","59,134","48,020",753,10
TAS,7470,336,336,"22,684,102","67,512","53,754",392,4
VIC,3000,"23,297","23,297","1,205,883,875","51,761","29,196","1,317",263
VIC,3001,297,297,"79,827,959","268,781","46,063",1,1
VIC,3002,"3,636","3,636","472,854,154","130,048","64,936",20,6
VIC,3003,"3,941","3,941","233,900,343","59,351","43,618",736,133
VIC,3004,"7,360","7,360","654,650,514","88,947","56,086",112,25
VIC,3006,"12,721","12,721","889,136,872","69,895","48,768",337,68
VIC,3008,"8,645","8,645","568,347,389","65,743","48,937",435,82
VIC,3010,51,51,"6,870,476","134,715","73,287",16,4
VIC,3011,"13,713","13,713","740,237,080","53,981","44,932","1,143",223
VIC,3012,"15,738","15,738","868,745,106","55,200","47,285","1,029",193
VIC,3013,"9,266","9,266","668,611,667","72,158","59,056",294,63
VIC,3015,"10,786","10,786","781,046,181","72,413","58,404",289,62
VIC,3016,"9,890","9,890","824,263,483","83,343","55,949",159,36
VIC,3018,"7,968","7,968","489,883,639","61,481","50,158",613,113
VIC,3019,"4,477","4,477","189,390,420","42,303","36,089","2,286",539
VIC,3020,"22,618","22,618","982,316,980","43,431","37,785","2,179",499
VIC,3021,"25,615","25,615","1,043,663,111","40,744","36,436","2,400",589
VIC,3022,"1,913","1,913","88,864,078","46,453","40,608","1,844",404
VIC,3023,"33,632","33,632","1,717,988,111","51,082","44,586","1,394",277
VIC,3024,"13,276","13,276","668,993,314","50,391","45,694","1,453",291
VIC,3025,"6,140","6,140","340,236,161","55,413","46,929","1,012",188
VIC,3026,178,178,"14,876,700","83,577","54,759",157,35
VIC,3027,"4,577","4,577","259,010,702","56,590","48,864",926,171
VIC,3028,"16,446","16,446","834,494,728","50,742","45,017","1,428",286
VIC,3029,"54,200","54,200","2,654,670,135","48,979","43,341","1,596",336
VIC,3030,"59,072","59,072","3,286,886,174","55,642","46,922",993,185
VIC,3031,"11,197","11,197","732,432,500","65,413","53,429",448,86
